CarerID,WorkerType,Latitude,Longitude,PreferredAreaLatitude,PreferredAreaLongitude,MaxTravelDistanceMiles,ExperienceInYears,Skills,Gender,Languages,VehicleType,WorkingDays,OffDays,ShiftStart,ShiftEnd,ContractHoursPerWeek,MaxDailyHours,MaxWeeklyHours,PreferredShift,Date,DayOfWeek,Status
C0025,Part-Time,51.61858,-0.108611,51.606656,-0.071809,12,6,"Medication Support, Meal Preparation, Mobility Support",Other,"English, French",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,07:00,15:00,25,6,26,Evening,02/06/2026,Tuesday,Available
C0025,Part-Time,51.61858,-0.108611,51.606656,-0.071809,12,6,"Medication Support, Meal Preparation, Mobility Support",Other,"English, French",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,07:00,15:00,25,6,26,Evening,04/06/2026,Thursday,Available
C0025,Part-Time,51.61858,-0.108611,51.606656,-0.071809,12,6,"Medication Support, Meal Preparation, Mobility Support",Other,"English, French",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,07:00,15:00,25,6,26,Evening,05/06/2026,Friday,Available
C0025,Part-Time,51.61858,-0.108611,51.606656,-0.071809,12,6,"Medication Support, Meal Preparation, Mobility Support",Other,"English, French",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,07:00,15:00,25,6,26,Evening,06/06/2026,Saturday,Available
C0026,Student,51.571936,-0.082384,51.581253,-0.0383,12,6,"Personal Care, Medication Support",Other,"English, ",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,13:00,20,5,20,Evening,01/06/2026,Monday,Available
C0026,Student,51.571936,-0.082384,51.581253,-0.0383,12,6,"Personal Care, Medication Support",Other,"English, ",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,13:00,20,5,20,Evening,02/06/2026,Tuesday,Available
C0026,Student,51.571936,-0.082384,51.581253,-0.0383,12,6,"Personal Care, Medication Support",Other,"English, ",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,13:00,20,5,20,Evening,03/06/2026,Wednesday,Available
C0026,Student,51.571936,-0.082384,51.581253,-0.0383,12,6,"Personal Care, Medication Support",Other,"English, ",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,13:00,20,5,20,Evening,04/06/2026,Thursday,Available
C0026,Student,51.571936,-0.082384,51.581253,-0.0383,12,6,"Personal Care, Medication Support",Other,"English, ",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,13:00,20,5,20,Evening,05/06/2026,Friday,Available
C0027,Full-Time,51.49332,-0.353133,51.477201,-0.323542,12,0,"Personal Care, Companionship, Mobility Support",Male,Hindi,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",06:00,10:00,40,12,42,Evening,06/06/2026,Saturday,Available
C0027,Full-Time,51.49332,-0.353133,51.477201,-0.323542,12,0,"Personal Care, Companionship, Mobility Support",Male,Hindi,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",06:00,10:00,40,12,42,Evening,07/06/2026,Sunday,Available
C0028,Part-Time,51.314536,-0.469157,51.27784,-0.49459,5,7,"Mobility Support, Medication Support",Other,English,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",10:00,16:00,25,7,31,Morning,06/06/2026,Saturday,Available
C0028,Part-Time,51.314536,-0.469157,51.27784,-0.49459,5,7,"Mobility Support, Medication Support",Other,English,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",10:00,16:00,25,7,31,Morning,07/06/2026,Sunday,Available
C0029,Full-Time,51.333483,0.063987,51.309578,0.03951,8,7,"Companionship, Personal Care",Female,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",08:00,17:00,35,12,47,Evening,06/06/2026,Saturday,Available
C0029,Full-Time,51.333483,0.063987,51.309578,0.03951,8,7,"Companionship, Personal Care",Female,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",08:00,17:00,35,12,47,Evening,07/06/2026,Sunday,Available
C0030,Full-Time,51.651229,-0.07375,51.61784,-0.114504,8,1,"Dementia Care, Palliative Care, Medication Support",Male,"English, Spanish",Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",12:00,21:00,40,8,45,Afternoon,06/06/2026,Saturday,Available
C0030,Full-Time,51.651229,-0.07375,51.61784,-0.114504,8,1,"Dementia Care, Palliative Care, Medication Support",Male,"English, Spanish",Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",12:00,21:00,40,8,45,Afternoon,07/06/2026,Sunday,Available
C0031,Student,51.430062,-0.124855,51.38666,-0.106257,5,8,"Medication Support, Companionship, Dementia Care",Female,English,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,19:00,15,8,20,Night,06/06/2026,Saturday,Available
C0031,Student,51.430062,-0.124855,51.38666,-0.106257,5,8,"Medication Support, Companionship, Dementia Care",Female,English,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,19:00,15,8,20,Night,07/06/2026,Sunday,Available
C0032,Student,51.619992,-0.381092,51.625569,-0.337992,5,5,"Palliative Care, Companionship, Personal Care",Female,"English, punjabi, Hindi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,15:00,10,4,20,Evening,01/06/2026,Monday,Available
C0032,Student,51.619992,-0.381092,51.625569,-0.337992,5,5,"Palliative Care, Companionship, Personal Care",Female,"English, punjabi, Hindi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,15:00,10,4,20,Evening,02/06/2026,Tuesday,Available
C0032,Student,51.619992,-0.381092,51.625569,-0.337992,5,5,"Palliative Care, Companionship, Personal Care",Female,"English, punjabi, Hindi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,15:00,10,4,20,Evening,03/06/2026,Wednesday,Available
C0032,Student,51.619992,-0.381092,51.625569,-0.337992,5,5,"Palliative Care, Companionship, Personal Care",Female,"English, punjabi, Hindi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,15:00,10,4,20,Evening,04/06/2026,Thursday,Available
C0032,Student,51.619992,-0.381092,51.625569,-0.337992,5,5,"Palliative Care, Companionship, Personal Care",Female,"English, punjabi, Hindi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",07:00,15:00,10,4,20,Evening,05/06/2026,Friday,Available
C0033,Part-Time,51.55804,-0.291395,51.536811,-0.27021,8,1,"Medication Support, Meal Preparation, First Aid",Other,"English, Spanish",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,12:00,22:00,20,6,30,Flexible,01/06/2026,Monday,Available
C0033,Part-Time,51.55804,-0.291395,51.536811,-0.27021,8,1,"Medication Support, Meal Preparation, First Aid",Other,"English, Spanish",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,12:00,22:00,20,6,30,Flexible,02/06/2026,Tuesday,Available
C0033,Part-Time,51.55804,-0.291395,51.536811,-0.27021,8,1,"Medication Support, Meal Preparation, First Aid",Other,"English, Spanish",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,12:00,22:00,20,6,30,Flexible,04/06/2026,Thursday,Available
C0033,Part-Time,51.55804,-0.291395,51.536811,-0.27021,8,1,"Medication Support, Meal Preparation, First Aid",Other,"English, Spanish",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,12:00,22:00,20,6,30,Flexible,05/06/2026,Friday,Available
C0033,Part-Time,51.55804,-0.291395,51.536811,-0.27021,8,1,"Medication Support, Meal Preparation, First Aid",Other,"English, Spanish",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,12:00,22:00,20,6,30,Flexible,06/06/2026,Saturday,Available
C0034,Full-Time,51.481306,-0.188505,51.440386,-0.18314,8,0,"Medication Support, Palliative Care, Meal Preparation",Male,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,15:00,40,9,47,Morning,01/06/2026,Monday,Available
C0034,Full-Time,51.481306,-0.188505,51.440386,-0.18314,8,0,"Medication Support, Palliative Care, Meal Preparation",Male,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,15:00,40,9,47,Morning,02/06/2026,Tuesday,Available
C0034,Full-Time,51.481306,-0.188505,51.440386,-0.18314,8,0,"Medication Support, Palliative Care, Meal Preparation",Male,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,15:00,40,9,47,Morning,03/06/2026,Wednesday,Available
C0034,Full-Time,51.481306,-0.188505,51.440386,-0.18314,8,0,"Medication Support, Palliative Care, Meal Preparation",Male,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,15:00,40,9,47,Morning,04/06/2026,Thursday,Available
C0034,Full-Time,51.481306,-0.188505,51.440386,-0.18314,8,0,"Medication Support, Palliative Care, Meal Preparation",Male,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,15:00,40,9,47,Morning,05/06/2026,Friday,Available
C0035,Full-Time,51.554093,0.231511,51.59283,0.237296,12,5,"Meal Preparation, Companionship, Personal Care",Female,"English, punjabi, English",Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",08:00,18:00,40,10,41,Morning,06/06/2026,Saturday,Available
C0035,Full-Time,51.554093,0.231511,51.59283,0.237296,12,5,"Meal Preparation, Companionship, Personal Care",Female,"English, punjabi, English",Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",08:00,18:00,40,10,41,Morning,07/06/2026,Sunday,Available
C0036,Full-Time,51.632174,0.243735,51.653718,0.217557,8,5,"Medication Support, Dementia Care",Female,"Spanish, ",Public Transport,Flexible,Flexible,11:00,18:00,35,9,37,Night,01/06/2026,Monday,Available
C0036,Full-Time,51.632174,0.243735,51.653718,0.217557,8,5,"Medication Support, Dementia Care",Female,"Spanish, ",Public Transport,Flexible,Flexible,11:00,18:00,35,9,37,Night,02/06/2026,Tuesday,Available
C0036,Full-Time,51.632174,0.243735,51.653718,0.217557,8,5,"Medication Support, Dementia Care",Female,"Spanish, ",Public Transport,Flexible,Flexible,11:00,18:00,35,9,37,Night,03/06/2026,Wednesday,Available
C0036,Full-Time,51.632174,0.243735,51.653718,0.217557,8,5,"Medication Support, Dementia Care",Female,"Spanish, ",Public Transport,Flexible,Flexible,11:00,18:00,35,9,37,Night,04/06/2026,Thursday,Available
C0036,Full-Time,51.632174,0.243735,51.653718,0.217557,8,5,"Medication Support, Dementia Care",Female,"Spanish, ",Public Transport,Flexible,Flexible,11:00,18:00,35,9,37,Night,06/06/2026,Saturday,Available
C0036,Full-Time,51.632174,0.243735,51.653718,0.217557,8,5,"Medication Support, Dementia Care",Female,"Spanish, ",Public Transport,Flexible,Flexible,11:00,18:00,35,9,37,Night,07/06/2026,Sunday,Available
C0037,Student,51.628268,-0.181702,51.634502,-0.167446,12,6,"Personal Care, Meal Preparation, Dementia Care",Female,Hindi,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",06:00,16:00,20,6,20,Flexible,06/06/2026,Saturday,Available
C0037,Student,51.628268,-0.181702,51.634502,-0.167446,12,6,"Personal Care, Meal Preparation, Dementia Care",Female,Hindi,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",06:00,16:00,20,6,20,Flexible,07/06/2026,Sunday,Available
C0038,Full-Time,51.517282,0.161091,51.492581,0.163106,8,4,"Companionship, Personal Care, Palliative Care",Other,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,35,8,41,Morning,01/06/2026,Monday,Available
C0038,Full-Time,51.517282,0.161091,51.492581,0.163106,8,4,"Companionship, Personal Care, Palliative Care",Other,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,35,8,41,Morning,02/06/2026,Tuesday,Available
C0038,Full-Time,51.517282,0.161091,51.492581,0.163106,8,4,"Companionship, Personal Care, Palliative Care",Other,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,35,8,41,Morning,03/06/2026,Wednesday,Available
C0038,Full-Time,51.517282,0.161091,51.492581,0.163106,8,4,"Companionship, Personal Care, Palliative Care",Other,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,35,8,41,Morning,04/06/2026,Thursday,Available
C0038,Full-Time,51.517282,0.161091,51.492581,0.163106,8,4,"Companionship, Personal Care, Palliative Care",Other,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,35,8,41,Morning,05/06/2026,Friday,Available
C0039,Part-Time,51.352405,-0.223924,51.350666,-0.230712,8,2,"Personal Care, Companionship, Palliative Care",Female,French,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,13:00,20:00,30,7,33,Evening,01/06/2026,Monday,Available
C0039,Part-Time,51.352405,-0.223924,51.350666,-0.230712,8,2,"Personal Care, Companionship, Palliative Care",Female,French,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,13:00,20:00,30,7,33,Evening,02/06/2026,Tuesday,Available
C0039,Part-Time,51.352405,-0.223924,51.350666,-0.230712,8,2,"Personal Care, Companionship, Palliative Care",Female,French,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,13:00,20:00,30,7,33,Evening,04/06/2026,Thursday,Available
C0039,Part-Time,51.352405,-0.223924,51.350666,-0.230712,8,2,"Personal Care, Companionship, Palliative Care",Female,French,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,13:00,20:00,30,7,33,Evening,05/06/2026,Friday,Available
C0039,Part-Time,51.352405,-0.223924,51.350666,-0.230712,8,2,"Personal Care, Companionship, Palliative Care",Female,French,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,13:00,20:00,30,7,33,Evening,06/06/2026,Saturday,Available
C0040,Full-Time,51.280046,-0.13483,51.238688,-0.159891,12,2,"Dementia Care, Mobility Support, Meal Preparation",Male,English,Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,40,12,46,Afternoon,01/06/2026,Monday,Available
C0040,Full-Time,51.280046,-0.13483,51.238688,-0.159891,12,2,"Dementia Care, Mobility Support, Meal Preparation",Male,English,Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,40,12,46,Afternoon,02/06/2026,Tuesday,Available
C0040,Full-Time,51.280046,-0.13483,51.238688,-0.159891,12,2,"Dementia Care, Mobility Support, Meal Preparation",Male,English,Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,40,12,46,Afternoon,03/06/2026,Wednesday,Available
C0040,Full-Time,51.280046,-0.13483,51.238688,-0.159891,12,2,"Dementia Care, Mobility Support, Meal Preparation",Male,English,Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,40,12,46,Afternoon,04/06/2026,Thursday,Available
C0040,Full-Time,51.280046,-0.13483,51.238688,-0.159891,12,2,"Dementia Care, Mobility Support, Meal Preparation",Male,English,Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,40,12,46,Afternoon,05/06/2026,Friday,Available
C0040,Full-Time,51.280046,-0.13483,51.238688,-0.159891,12,2,"Dementia Care, Mobility Support, Meal Preparation",Male,English,Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,40,12,46,Afternoon,06/06/2026,Saturday,Available
C0041,Part-Time,51.438177,0.107396,51.395775,0.066048,8,3,"Companionship, Palliative Care, Meal Preparation",Female,"English, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,25,8,27,Flexible,01/06/2026,Monday,Available
C0041,Part-Time,51.438177,0.107396,51.395775,0.066048,8,3,"Companionship, Palliative Care, Meal Preparation",Female,"English, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,25,8,27,Flexible,02/06/2026,Tuesday,Available
C0041,Part-Time,51.438177,0.107396,51.395775,0.066048,8,3,"Companionship, Palliative Care, Meal Preparation",Female,"English, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,25,8,27,Flexible,03/06/2026,Wednesday,Available
C0041,Part-Time,51.438177,0.107396,51.395775,0.066048,8,3,"Companionship, Palliative Care, Meal Preparation",Female,"English, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,25,8,27,Flexible,04/06/2026,Thursday,Available
C0041,Part-Time,51.438177,0.107396,51.395775,0.066048,8,3,"Companionship, Palliative Care, Meal Preparation",Female,"English, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",08:00,17:00,25,8,27,Flexible,05/06/2026,Friday,Available
C0042,Student,51.397052,0.067242,51.420616,0.02537,12,5,"Companionship, Medication Support",Male,Spanish,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,21:00,15,8,20,Flexible,06/06/2026,Saturday,Available
C0042,Student,51.397052,0.067242,51.420616,0.02537,12,5,"Companionship, Medication Support",Male,Spanish,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,21:00,15,8,20,Flexible,07/06/2026,Sunday,Available
C0043,Student,51.67048,0.246363,51.638655,0.214419,5,4,"Companionship, Dementia Care",Male,"Hindi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",09:00,13:00,15,4,20,Flexible,01/06/2026,Monday,Available
C0043,Student,51.67048,0.246363,51.638655,0.214419,5,4,"Companionship, Dementia Care",Male,"Hindi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",09:00,13:00,15,4,20,Flexible,02/06/2026,Tuesday,Available
C0043,Student,51.67048,0.246363,51.638655,0.214419,5,4,"Companionship, Dementia Care",Male,"Hindi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",09:00,13:00,15,4,20,Flexible,03/06/2026,Wednesday,Available
C0043,Student,51.67048,0.246363,51.638655,0.214419,5,4,"Companionship, Dementia Care",Male,"Hindi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",09:00,13:00,15,4,20,Flexible,04/06/2026,Thursday,Available
C0043,Student,51.67048,0.246363,51.638655,0.214419,5,4,"Companionship, Dementia Care",Male,"Hindi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",09:00,13:00,15,4,20,Flexible,05/06/2026,Friday,Available
C0044,Part-Time,51.36756,-0.441842,51.368542,-0.393644,8,8,"Medication Support, Meal Preparation, Palliative Care",Female,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",13:00,23:00,20,8,23,Evening,01/06/2026,Monday,Available
C0044,Part-Time,51.36756,-0.441842,51.368542,-0.393644,8,8,"Medication Support, Meal Preparation, Palliative Care",Female,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",13:00,23:00,20,8,23,Evening,02/06/2026,Tuesday,Available
C0044,Part-Time,51.36756,-0.441842,51.368542,-0.393644,8,8,"Medication Support, Meal Preparation, Palliative Care",Female,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",13:00,23:00,20,8,23,Evening,04/06/2026,Thursday,Available
C0044,Part-Time,51.36756,-0.441842,51.368542,-0.393644,8,8,"Medication Support, Meal Preparation, Palliative Care",Female,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",13:00,23:00,20,8,23,Evening,05/06/2026,Friday,Available
C0045,Full-Time,51.668651,0.262887,51.70523,0.22125,8,4,"Companionship, Meal Preparation, First Aid",Male,English,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00,21:00,35,11,41,Afternoon,06/06/2026,Saturday,Available
C0045,Full-Time,51.668651,0.262887,51.70523,0.22125,8,4,"Companionship, Meal Preparation, First Aid",Male,English,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00,21:00,35,11,41,Afternoon,07/06/2026,Sunday,Available
C0046,Student,51.368487,0.161586,51.342095,0.125707,5,6,"Medication Support, First Aid",Female,Hindi,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",10:00,20:00,10,7,20,Afternoon,06/06/2026,Saturday,Available
C0046,Student,51.368487,0.161586,51.342095,0.125707,5,6,"Medication Support, First Aid",Female,Hindi,Bicycle,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",10:00,20:00,10,7,20,Afternoon,07/06/2026,Sunday,Available
C0047,Part-Time,51.4013,0.130544,51.428056,0.15553,12,2,"First Aid, Medication Support, Dementia Care",Other,"Hindi, English",Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,15:00,30,7,34,Flexible,06/06/2026,Saturday,Available
C0047,Part-Time,51.4013,0.130544,51.428056,0.15553,12,2,"First Aid, Medication Support, Dementia Care",Other,"Hindi, English",Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,15:00,30,7,34,Flexible,07/06/2026,Sunday,Available
C0048,Part-Time,51.672608,0.28329,51.660103,0.265959,12,4,"Mobility Support, Dementia Care",Other,French,Car,Flexible,Flexible,08:00,17:00,20,6,24,Afternoon,01/06/2026,Monday,Available
C0048,Part-Time,51.672608,0.28329,51.660103,0.265959,12,4,"Mobility Support, Dementia Care",Other,French,Car,Flexible,Flexible,08:00,17:00,20,6,24,Afternoon,03/06/2026,Wednesday,Available
C0048,Part-Time,51.672608,0.28329,51.660103,0.265959,12,4,"Mobility Support, Dementia Care",Other,French,Car,Flexible,Flexible,08:00,17:00,20,6,24,Afternoon,04/06/2026,Thursday,Available
C0048,Part-Time,51.672608,0.28329,51.660103,0.265959,12,4,"Mobility Support, Dementia Care",Other,French,Car,Flexible,Flexible,08:00,17:00,20,6,24,Afternoon,05/06/2026,Friday,Available
C0048,Part-Time,51.672608,0.28329,51.660103,0.265959,12,4,"Mobility Support, Dementia Care",Other,French,Car,Flexible,Flexible,08:00,17:00,20,6,24,Afternoon,06/06/2026,Saturday,Available
C0048,Part-Time,51.672608,0.28329,51.660103,0.265959,12,4,"Mobility Support, Dementia Care",Other,French,Car,Flexible,Flexible,08:00,17:00,20,6,24,Afternoon,07/06/2026,Sunday,Available
C0049,Student,51.38429,-0.088238,51.426191,-0.089315,8,2,"Mobility Support, First Aid, Palliative Care",Female,Spanish,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00,16:00,20,6,20,Night,06/06/2026,Saturday,Available
C0049,Student,51.38429,-0.088238,51.426191,-0.089315,8,2,"Mobility Support, First Aid, Palliative Care",Female,Spanish,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00,16:00,20,6,20,Night,07/06/2026,Sunday,Available
C0050,Part-Time,51.622196,-0.316529,51.629572,-0.267367,8,3,"Meal Preparation, Palliative Care",Other,English,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,23:00,30,6,32,Afternoon,06/06/2026,Saturday,Available
C0050,Part-Time,51.622196,-0.316529,51.629572,-0.267367,8,3,"Meal Preparation, Palliative Care",Other,English,Public Transport,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,23:00,30,6,32,Afternoon,07/06/2026,Sunday,Available
C0051,Student,51.365159,-0.241052,51.36454,-0.246173,12,7,"Medication Support, Dementia Care, Meal Preparation",Other,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,15,5,20,Evening,01/06/2026,Monday,Available
C0051,Student,51.365159,-0.241052,51.36454,-0.246173,12,7,"Medication Support, Dementia Care, Meal Preparation",Other,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,15,5,20,Evening,02/06/2026,Tuesday,Available
C0051,Student,51.365159,-0.241052,51.36454,-0.246173,12,7,"Medication Support, Dementia Care, Meal Preparation",Other,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,15,5,20,Evening,03/06/2026,Wednesday,Available
C0051,Student,51.365159,-0.241052,51.36454,-0.246173,12,7,"Medication Support, Dementia Care, Meal Preparation",Other,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,15,5,20,Evening,04/06/2026,Thursday,Available
C0051,Student,51.365159,-0.241052,51.36454,-0.246173,12,7,"Medication Support, Dementia Care, Meal Preparation",Other,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,15,5,20,Evening,05/06/2026,Friday,Available
C0051,Student,51.365159,-0.241052,51.36454,-0.246173,12,7,"Medication Support, Dementia Care, Meal Preparation",Other,Spanish,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,17:00,15,5,20,Evening,06/06/2026,Saturday,Available
C0052,Student,51.475221,-0.183687,51.46699,-0.154639,12,2,"Companionship, First Aid, Mobility Support",Male,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,06:00,11:00,20,8,20,Evening,01/06/2026,Monday,Available
C0052,Student,51.475221,-0.183687,51.46699,-0.154639,12,2,"Companionship, First Aid, Mobility Support",Male,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,06:00,11:00,20,8,20,Evening,02/06/2026,Tuesday,Available
C0052,Student,51.475221,-0.183687,51.46699,-0.154639,12,2,"Companionship, First Aid, Mobility Support",Male,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,06:00,11:00,20,8,20,Evening,03/06/2026,Wednesday,Available
C0052,Student,51.475221,-0.183687,51.46699,-0.154639,12,2,"Companionship, First Aid, Mobility Support",Male,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,06:00,11:00,20,8,20,Evening,04/06/2026,Thursday,Available
C0052,Student,51.475221,-0.183687,51.46699,-0.154639,12,2,"Companionship, First Aid, Mobility Support",Male,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,06:00,11:00,20,8,20,Evening,05/06/2026,Friday,Available
C0052,Student,51.475221,-0.183687,51.46699,-0.154639,12,2,"Companionship, First Aid, Mobility Support",Male,French,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,06:00,11:00,20,8,20,Evening,06/06/2026,Saturday,Available
C0053,Student,51.59193,-0.137734,51.568204,-0.158467,8,7,"Companionship, First Aid, Medication Support",Male,"Spanish, English",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,14:00,23:00,20,8,20,Afternoon,01/06/2026,Monday,Available
